Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_1_S2-A1_1_9734.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_2_S2-A2_1_9735.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_3_S2-A3_1_9736.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_1_S2-A4_1_9737.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_2_S2-A5_1_9738.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_3_S2-A6_1_9739.d
O75822	O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	3825.74	3022.75	3824.85		4104.88	3506.52
O75832	O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	2472.85	3518.2	1614.65		1401.07	3655.16
O75844	O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	27913.2	17804.7	17173		2844.03	
O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	8010.62	8113.26	7134.16	5244.34	6515.26	7188.75
O75880	O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	2917.56	3883.05	4123.89			
O75891	O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	2928	6508.11	4493.68	4094.05		
O75915	O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	21852.3	25546.9	19550.3	41146.4	24557.1	31817.8
O75923	O75923	DYSF_HUMAN	DYSF	Dysferlin	11185.9	12966.9	11871.5	18215.7	16457.6	29086.1
O75947	O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	36452.9	34519.7	30290.4	25290.2	22775.8	12635.1
O75955	O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1807.38	2712.14	2110.39		3537.86	5861.51
O75964	O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	31346.9	31760.2	31628.6	16506.8	20366.6	15442.7
O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	2203.95	2492.19	4096.18	1354.91	3026.26	5128.47
O94760	O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	5770.46	7714.51	10233.4	5713.69	9834.41	16071.3
O94788	O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	326.32	463.615	704.082		890.365	
O94811	O94811	TPPP_HUMAN	TPPP	Tubulin polymerization-promoting protein	529.206		351.605		1148.39	
O94826	O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	3136.24	2942.75	2697.98	2423.33	2793.21	3356.94
O94901	O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1		304.779		877.732	860.2	1580.95
O94903	O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	3829.33	5019.71	1774.63	8973.42	3621.45	3006.61
O94905	O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	1188.88	1618.78	1798.13	1642.43		2341.46
O94919	O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	4257.2	3884.82	4821.75	4349.71	5817.9	4503.59
O94973	O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	566.198	673.536	570.846		1189.15	1673.43
O94979	O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	673.619	785.921	1086.47		1173.49	1263.06
O95139	O95139	NDUB6_HUMAN	NDUFB6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	2050.62	1389.62	1591.36			
O95140	O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1767.84		2259.26			
O95166	O95166	GBRAP_HUMAN	GABARAP	Gamma-aminobutyric acid receptor-associated protein	10909.7					
O95167	O95167	NDUA3_HUMAN	NDUFA3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	1462.89	833.078	1180.83	861.265		
O95168	O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	18321.1	16201.6	13289	3379.81	17768.2	7805.04
O95169	O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	12837.2	12852.6	11448.1	7998.48	11579.7	4491.69
O95182	O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	17925.5	13985.3	18434.1	870.878	11356.2	3077.58
O95197	O95197	RTN3_HUMAN	RTN3	Reticulon-3	4032.89	7906.48	3329.41	6007.14	7621.99	9202.6
O95202	O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1185.31	1067.61	1107.1	1531.51	458.598	2699.99
O95210	O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	14999.3	14182.2	12847	12897	16177.1	15656.1
O95278	O95278	EPM2A_HUMAN	EPM2A	Laforin	2322.05	3261.83	3359.91	1218.23	1492.35	1539.27
O95292	O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	23610	24486.5	18831.2	18175.1	39828.6	39595.4
O95298	O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	21531.3	20400	22166.4		13811.2	6898.55
O95299	O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	19155.6	16274.1	17753.6	5047.08	11101.8	3740.96
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	3021.27	2989.41	2455.95	4142.47	4503.98	3164.85
O95359	O95359	TACC2_HUMAN	TACC2	Transforming acidic coiled-coil-containing protein 2	2305.08	1999.66	2715.48	4317.73	6445.87	4326.79
O95372	O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2			1526.12	3333		
O95373	O95373	IPO7_HUMAN	IPO7	Importin-7	2441.66	1737.45	3257.34	2618.28	3340.63	3860.55
O95394	O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1228.98	1220.9	1023.08	3192.85	1956.21	3597.79
O95425	O95425	SVIL_HUMAN	SVIL	Supervillin	1764.7	1915.76	2291.05	2699.87	3273.55	2357.48
O95433	O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	1778.63	1592.48	2037.36	4900.78		2395.62
O95479	O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	2422.28	2793.02	2709.8	4971.96	2648.82	5120.76
O95563	O95563	MPC2_HUMAN	MPC2	Mitochondrial pyruvate carrier 2	8834.81	6727.23	7020.65	3813.94	5468.43	4106.76
O95573	O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	3883.31	3400.53	3964.42	3921.79	4684.36	5067.57
O95721	O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	827.231	710.037	727.68		1294.34	1063.6
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	1946.49	2274.83	2072.42	2814.95	2688.04	3693.1
O95777	O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	513.574	1003.93	421.801	1272.75	1444.76	2481.53
O95782	O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1		1423.26	564.259		1247.87	2437.31
O95810	O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	2939.88	2777.03	1765.46	5627.33	2610.78	3432.24
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	19221.3	18052.6	18966.2	8079.54	19823.2	17927.7
O95822	O95822	DCMC_HUMAN	MLYCD	Malonyl-CoA decarboxylase, mitochondrial	1975.75	1571.98	1468.31	2145.44	1306.47	2050.67
O95831	O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	9544.11	9920.17	9858.21	5896.27	4747.09	2769.88
O95834	O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2	1232.59	1102.77	930.562	1183.68		
O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	1720.24	621.872	613.841	1226.59	2102.4	3990.1
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	614.902					
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	20634.2	20383.7	20313.3	7280.51	17018.9	5652.87
O96007	O96007	MOC2B_HUMAN	MOCS2	Molybdopterin synthase catalytic subunit			1549.28	951.681		
P00156	P00156	CYB_HUMAN	MT-CYB	Cytochrome b		1946.03	1146.21	2010.34		
P00167	P00167	CYB5_HUMAN	CYB5A	Cytochrome b5	4251.13	5062.36	4650.51	5288.94	9042.55	15276.8
P00325	P00325	ADH1B_HUMAN	ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	7002.8	10479.5	7177.67	26509	20769.7	36857.1
P00326	P00326	ADH1G_HUMAN	ADH1C	Alcohol dehydrogenase 1C			652.837			
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	125546	541097	442387	431398	362750	278216
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	16231.1	12779.8	21740.6	16144.1	18955.9	18111.1
P00367	P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	3871.03	5858.93	4214.85	4852.21	6312.84	4903.87
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	27830.7	37306.8	38316.5	21649	38231.2	49430.2
P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	3267.21	4354.32	4527.97	5102.15	4349.98	6492.74
P00395	P00395	COX1_HUMAN	MT-CO1	Cytochrome c oxidase subunit 1	36907.4	42599	43225.3	20716.4	30878.1	13252.4
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	74345.4	58997.5	56990.5	49535.2	51674.9	16642.5
P00414	P00414	COX3_HUMAN	MT-CO3	Cytochrome c oxidase subunit 3	6326.45		4012.94		4108.4	
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	158183	175065	238968	63764.5	142834	99401.9
P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin	7977.35	3480.77	4969.22	14452.1	10670.1	19675.8
P00488	P00488	F13A_HUMAN	F13A1	Coagulation factor XIII A chain	2071.88	3578.68	2750.31	3087.01	2737.96	3469.7
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	8810.34	4142.63	9519.17	8095.37	6648.83	13318.8
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	2426.85	3106.34	1171.49	4335.82	4360.43	6624.26
P00505	P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	71724.7	102231	125667	32030.2	39304.8	13341
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	362828	641663	526930	374983	358265	258925
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	261914	372913	321527	225527	260730	186977
P00734	P00734	THRB_HUMAN	F2	Prothrombin	3355.79	1280.72	2915.59	5649.08	4862.97	13046.6
P00736	P00736	C1R_HUMAN	C1R	Complement C1r subcomponent				1196.68	709.35	1380.18
P00738	P00738	HPT_HUMAN	HP	Haptoglobin	79561.6	22812.1	24462.6	103293	33760.3	104536
P00739	P00739	HPTR_HUMAN	HPR	Haptoglobin-related protein		1197.49	1103.16			5757.69
P00747	P00747	PLMN_HUMAN	PLG	Plasminogen	4517.73	2581.68	4257.34	3561.67	4622.74	14019.1
P00748	P00748	FA12_HUMAN	F12	Coagulation factor XII	511.229	370.133	473.611			
P00751	P00751	CFAB_HUMAN	CFB	Complement factor B	1138.43		741.209	2803.04	2257.84	3058.57
P00761	P00761				616433	684052	577697	776047	616970	397395
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a	9554.52	10876.5	10125.7	6909.51	5757.2	3249.46
P00915	P00915	CAH1_HUMAN	CA1	Carbonic anhydrase 1	144551	79995.2	145568	97659.5	64388.9	228206
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2	54514.5	55653.8	58683.7	31074.3	26428.7	54463.5
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase			742.545	3100.16	3098.9	3021.12
P01008	P01008	ANT3_HUMAN	SERPINC1	Antithrombin-III	9340	8176.07	10698.7	15668.3	18764.2	19419
P01009	P01009	A1AT_HUMAN	SERPINA1	Alpha-1-antitrypsin	143676	92251.6	149321	248375	193717	300199
P01011	P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin	17526	10473.7	14801.5	85048.6	29749.7	54271.8
P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin	30718.5	12364.1	19747.4	52696.9	53696.3	132673
P01024	P01024	CO3_HUMAN	C3	Complement C3	24326.3	10088.8	18509.6	29980.3	12027.9	33727.2
P01042	P01042	KNG1_HUMAN	KNG1	Kininogen-1	6167.8	2096.68	5409.88	9116.37	8830.11	13508.2
P01593	P01593	KVD33_HUMAN	IGKV1D-33	Immunoglobulin kappa variable 1D-33	1108.97					4154.84
P01597	P01597	KV139_HUMAN	IGKV1-39	Immunoglobulin kappa variable 1-39	1278.5	885.988	765.8	2765.34	4286.62	7441.49
P01619	P01619	KV320_HUMAN	IGKV3-20	Immunoglobulin kappa variable 3-20	5634.39	2691.65	4298.79	14793.8	12618.5	24535.6
P01700	P01700	LV147_HUMAN	IGLV1-47	Immunoglobulin lambda variable 1-47	11606.5				17566.4	17730.4
P01717	P01717	LV325_HUMAN	IGLV3-25	Immunoglobulin lambda variable 3-25	865.408		864.221	1804.13	2848.16	4548.25
P01768	P01768	HV330_HUMAN	IGHV3-30	Immunoglobulin heavy variable 3-30	1356.57	1204.9	1631.57	9101.12	5910.32	18354.2
P01780	P01780	HV307_HUMAN	IGHV3-7	Immunoglobulin heavy variable 3-7	1431.13	748.018	1193.99	4471.36	4419.95	7521.18
P01782	P01782	HV309_HUMAN	IGHV3-9	Immunoglobulin heavy variable 3-9			25571.7	79778.9	51164.8	139412
P01834	P01834	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant	38969.6	16782.2	32942.5	35532.8	38358.9	47554.6
P01857	P01857	IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1	254949	123885	191872	150688	296049	521997
P01859	P01859	IGHG2_HUMAN	IGHG2	Immunoglobulin heavy constant gamma 2	73593.3	25457	78092.8	22874	33165.9	51127.8
P01861	P01861	IGHG4_HUMAN	IGHG4	Immunoglobulin heavy constant gamma 4			2613.18			
P01871	P01871	IGHM_HUMAN	IGHM	Immunoglobulin heavy constant mu	2278.19	1629.31	1646.98	7930.3	4872.97	8113.99
P01876	P01876	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1	21913.3	9427.47	16305.4	13835.6	4607.73	8743.76
P01903	P01903	DRA_HUMAN	HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain	1707.78	2238.36	1125.32	1347.31	3970.58	3736.63
P01911	P01911	DRB1_HUMAN	HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain	2872.24	2199.54	1624.45		3091.3	1994.91
P02042	P02042	HBD_HUMAN	HBD	Hemoglobin subunit delta	111064	61515.8	106382	78282.5	68282.8	166994
P02144	P02144	MYG_HUMAN	MB	Myoglobin	4.5846e+06	3.49838e+06	2.97975e+06	1.30393e+06	1.93753e+06	1.38723e+06
P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain	2990.37		5239.87	10771.9	18820.6	15345
P02461	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain				1213.97	2417.06	
P02462	P02462	CO4A1_HUMAN	COL4A1	Collagen alpha-1(IV) chain	11691.1	17409.1	7651.04	30583.5	25182.1	25236.9
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain	684583	557894	557125	387382	907433	982345
P02533	P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14	61142.7	40667.9	50327.4	15340.1	27603.7	17670.2
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	27250.2	34845.3	27110.7	69887.2	86901.5	124432
P02549	P02549	SPTA1_HUMAN	SPTA1	Spectrin alpha chain, erythrocytic 1	7487.72	4127.82	7834.55	7363.72	5492.47	14736.8
P02585	P02585	TNNC2_HUMAN	TNNC2	Troponin C, skeletal muscle	97431.7	266724	191461	395558	218013	126913
P02647	P02647	APOA1_HUMAN	APOA1	Apolipoprotein A-I	137491	59021.3	83450.7	124103	103760	204610
P02649	P02649	APOE_HUMAN	APOE	Apolipoprotein E	1369.93		1227.12	7104.81	2055.24	7200.52
P02652	P02652	APOA2_HUMAN	APOA2	Apolipoprotein A-II	16858.8	3004.96	5441.51		5275.81	3924.03
P02654	P02654	APOC1_HUMAN	APOC1	Apolipoprotein C-I	11589.9	3094.98	6957.03	8211.87	11140.1	26833.9
P02656	P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III	1411.25			1976.43	1602.46	
P02671	P02671	FIBA_HUMAN	FGA	Fibrinogen alpha chain	90543.7	73983.9	145751	251657	92680.4	483029
P02675	P02675	FIBB_HUMAN	FGB	Fibrinogen beta chain	17555.9	12882.1	25719.3	48894.8	24380.6	82690.1
P02679	P02679	FIBG_HUMAN	FGG	Fibrinogen gamma chain	25782.4	21071.1	55712.7	68498.2	32500.8	89368.5
P02730	P02730	B3AT_HUMAN	SLC4A1	Band 3 anion transport protein	16628.4	9431.04	16707.9	19826.3	10614.4	32544.2
P02743	P02743	SAMP_HUMAN	APCS	Serum amyloid P-component	1644.71	4675.13	2482.59	3881.08	1362.84	3929.81
P02745	P02745	C1QA_HUMAN	C1QA	Complement C1q subcomponent subunit A	1003.41		897.312		1507.84	2636.32
P02747	P02747	C1QC_HUMAN	C1QC	Complement C1q subcomponent subunit C	950.401		1454.94			2622.08
P02749	P02749	APOH_HUMAN	APOH	Beta-2-glycoprotein 1	5646.2	3925.41	4668.32	15269.8	7296.04	12691.6
P02750	P02750	A2GL_HUMAN	LRG1	Leucine-rich alpha-2-glycoprotein	987.096	1436.56	734.039	3325.07	1870.88	1804.47
P02751	P02751	FINC_HUMAN	FN1	Fibronectin	6084.7	3834.79	5393.88	5060.25	12226.6	19030.9
P02753	P02753	RET4_HUMAN	RBP4	Retinol-binding protein 4	10791.1	6981.74	6087.42	5917.89	5004.52	13254.6
P02760	P02760	AMBP_HUMAN	AMBP	Protein AMBP	4176.14	2512.41	2005.15	5782.24	4237.45	7369.22
P02763	P02763	A1AG1_HUMAN	ORM1	Alpha-1-acid glycoprotein 1	94353.9	54415.8	86128.6	296011	123176	101009
P02765	P02765	FETUA_HUMAN	AHSG	Alpha-2-HS-glycoprotein	28944	13403.4	17273.6	18418.9	33468.2	63339.1
P02766	P02766	TTHY_HUMAN	TTR	Transthyretin	64815	34629.3	69282.8	21165.4	32114.7	54319.8
P02768	P02768	ALBU_HUMAN	ALB	Albumin	1.17253e+06	782919	969776	1.71801e+06	2.04151e+06	2.68648e+06
P02769	P02769				2909.11	2678.13	1713.47	13740.7	4998	23203.6
P02774	P02774	VTDB_HUMAN	GC	Vitamin D-binding protein	12856.9	8474.23	14114.3	17189.2	25106.8	33642.7
P02775	P02775	CXCL7_HUMAN	PPBP	Platelet basic protein	1966.61	884.325	1264.24	4617.21		14755.8
P02776	P02776	PLF4_HUMAN	PF4	Platelet factor 4			3868.33		2459.6	34019.9
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	562.626	795.118	788.606			
P02787	P02787	TRFE_HUMAN	TF	Serotransferrin	171750	115386	180056	189262	253929	392586
P02790	P02790	HEMO_HUMAN	HPX	Hemopexin	38381	22803.9	31328.9	58479.5	57010.4	67100
P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain	3947.95	1710.05	1824.97	12011.8	2210.31	
P02794	P02794	FRIH_HUMAN	FTH1	Ferritin heavy chain	28434.2	35918.2	29462.8	38848.5	17935.9	21018.5
P03891	P03891	NU2M_HUMAN	MT-ND2	NADH-ubiquinone oxidoreductase chain 2	5145.73	4765.31	5086.8	2898.86	4249.55	2006.1
P03915	P03915	NU5M_HUMAN	MT-ND5	NADH-ubiquinone oxidoreductase chain 5	7341.9	6668.3	10728.4		5206.14	1637.02
P03928	P03928	ATP8_HUMAN	MT-ATP8	ATP synthase protein 8	13146.8	5781.67	7380.54		6157.77	5414.02
P04003	P04003	C4BPA_HUMAN	C4BPA	C4b-binding protein alpha chain	480.343		452.725	1488.76		2421.02
P04004	P04004	VTNC_HUMAN	VTN	Vitronectin	10874.8	6110.43	7493.33	12348.8	7681.81	25652.2
P04040	P04040	CATA_HUMAN	CAT	Catalase	32088	20663.7	25377	17624.1	21213.7	50449.2
P04075	P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	694040	1.19967e+06	855376	666865	1.13422e+06	605293
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B	14338.2	28574.5	33854.5	20508.8	54670.3	42447
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	2729.07	3481.15	2700.54	7903.5	9942.53	12184.8
P04114	P04114	APOB_HUMAN	APOB	Apolipoprotein B-100	56506.4	46973.5	81587.9	52774.8	76566.3	134317
P04179	P04179	SODM_HUMAN	SOD2	Superoxide dismutase [Mn], mitochondrial	140534	140437	119916	98235	77033.8	31115.3
P04181	P04181	OAT_HUMAN	OAT	Ornithine aminotransferase, mitochondrial			444.672			
P04196	P04196	HRG_HUMAN	HRG	Histidine-rich glycoprotein	3297.78	3155.89	3563.21	2444.41	4025.78	7684.72
P04216	P04216	THY1_HUMAN	THY1	Thy-1 membrane glycoprotein	788.77	1983.21	795.594		7411.27	4972.45
P04217	P04217	A1BG_HUMAN	A1BG	Alpha-1B-glycoprotein	7930.55	5599.17	5533.39	14188.1	14511.1	17567.4
P04264	P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	1734.2	1725.38	1371.14	5648.09	5283.77	3292.32
P04275	P04275	VWF_HUMAN	VWF	von Willebrand factor	1807.26	2933.25	1533.57	6133.12	4262.88	8420.86
P04350	P04350	TBB4A_HUMAN	TUBB4A	Tubulin beta-4A chain	855.349	1386.26	2262.31	992.478	4271.59	3922.38
P04406	P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	489265	804467	739030	524125	524903	400846
P04439	P04439	HLAA_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain	941.102	2050.3	1896.19	3880.85	5086.98	2993.88
P04632	P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	12065.2	12582.1	11652.5	11538.5	11020.8	14005.6
P04792	P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	316068	264019	309991	531652	495572	603523
P04843	P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	2598.79	3615	3879.45	5990.13	6426.25	8779.92
P04844	P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1263.55	1773.56	2049.4		2956.33	2833.78
P04899	P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	2621.19	2309.61	2241.91	7264.03	6775.89	10624.2
P04908	P04908	H2A1B_HUMAN	H2AC8	Histone H2A type 1-B/E	189647	161395	108651	164127	472639	633374
P04921	P04921	GLPC_HUMAN	GYPC	Glycophorin-C	1188.61					
P05023	P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	944.516	2637.82	1986.07	3859.32	3672.51	4696.47
P05026	P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1	13258.5	15659.9	12987.1	15579.8	9133.6	9252.8
P05090	P05090	APOD_HUMAN	APOD	Apolipoprotein D	3533.52			13066.1	2522.15	
P05091	P05091	ALDH2_HUMAN	ALDH2	Aldehyde dehydrogenase, mitochondrial	11683.3	15392.8	8005.53	5125.73	12229.4	5874.99
P05106	P05106	ITB3_HUMAN	ITGB3	Integrin beta-3				4483.88		6506.8
P05109	P05109	S10A8_HUMAN	S100A8	Protein S100-A8	4136.4	4464.91	5507.34	3216.51	3648.29	20666.4
P05141	P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	2370.49	2870.41	2558.72	6325.42	5328.69	6540.24
P05155	P05155	IC1_HUMAN	SERPING1	Plasma protease C1 inhibitor	6691.08	2879.12	3826.74	11227.5	8357.08	18319.3
P05164	P05164	PERM_HUMAN	MPO	Myeloperoxidase	34703.2	22372.1	27771.5	4971.48	5720.72	12241.3
P05165	P05165	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	2441.52		2791.87		1129.13	
P05166	P05166	PCCB_HUMAN	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial	4140.01	3120.65	2894.58	1700.6	2291.35	
P05198	P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	1393.21	935.45	1631.72	1559.36	1869.91	
P05386	P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1	3423.13	1949.82	2732.56	4499.98	3577.8	4813.13
P05387	P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	18589.9	14708.5	17382.4	24741.1	22057.5	27502.8
P05388	P05388	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0	2251.41	2566.12	2351.84	5686.76	4560.34	6570.97
P05413	P05413	FABPH_HUMAN	FABP3	Fatty acid-binding protein, heart	391132	343773	361562	324454	564791	406576
P05452	P05452	TETN_HUMAN	CLEC3B	Tetranectin			1056.91		7484.48	5554.57
P05455	P05455	LA_HUMAN	SSB	Lupus La protein	1147	1681.34	629.054	2567.7	1607.06	4697.34
P05543	P05543	THBG_HUMAN	SERPINA7	Thyroxine-binding globulin			641.748	1107.87	1145.31	403.587
P05546	P05546	HEP2_HUMAN	SERPIND1	Heparin cofactor 2	2830.35	1328.58	1971.57	3120.31	4984.69	6982.17
P05556	P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	5204.41	5741.91	3702.09	9190.61	6944.83	8156.12
P05787	P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	3116.98	1537.59	849.197			1879.3
P05976	P05976	MYL1_HUMAN	MYL1	Myosin light chain 1/3, skeletal muscle isoform	1.12221e+06	1.73286e+06	1.252e+06	2.4733e+06	1.91629e+06	1.36917e+06
P06132	P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	770.08					856.846
